,location,size,total_sqft,bath,price,bhk,price_per_sqft
6824,Ulsoor,3 BHK,2135.0,3.0,170.0,3,7962.529274004683
6825,Ulsoor,2 Bedroom,1160.0,2.0,130.0,2,11206.896551724138
6826,Uttarahalli,3 BHK,1440.0,2.0,62.0,3,4305.555555555556
6827,Uttarahalli,2 BHK,1143.0,2.0,45.0,2,3937.0078740157483
6828,Uttarahalli,2 BHK,1020.0,2.0,45.0,2,4411.764705882353
6829,Uttarahalli,2 BHK,1286.0,2.0,63.0,2,4898.9113530326595
6830,Uttarahalli,2 BHK,1101.0,2.0,45.0,2,4087.193460490463
6831,Uttarahalli,2 BHK,1345.0,2.0,67.0,2,4981.412639405205
6834,Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000.0
6835,Uttarahalli,3 BHK,1390.0,2.0,62.55,3,4500.0
6836,Uttarahalli,3 BHK,1330.0,2.0,56.0,3,4210.526315789473
6837,Uttarahalli,2 BHK,1008.0,2.0,45.0,2,4464.285714285715
6838,Uttarahalli,3 BHK,1390.0,2.0,60.47,3,4350.359712230216
6839,Uttarahalli,3 BHK,1617.0,3.0,66.68,3,4123.685837971553
6840,Uttarahalli,2 BHK,1150.0,2.0,49.0,2,4260.869565217391
6841,Uttarahalli,3 BHK,1330.0,2.0,56.0,3,4210.526315789473
6842,Uttarahalli,2 BHK,1200.0,2.0,44.0,2,3666.6666666666665
6845,Uttarahalli,2 BHK,882.0,2.0,30.0,2,3401.360544217687
6846,Uttarahalli,2 BHK,993.0,2.0,39.71,2,3998.9929506545823
6847,Uttarahalli,2 BHK,1045.0,2.0,45.0,2,4306.2200956937795
6848,Uttarahalli,2 BHK,850.0,2.0,37.93,2,4462.35294117647
6850,Uttarahalli,6 BHK,3600.0,6.0,120.0,6,3333.3333333333335
6851,Uttarahalli,3 BHK,1788.0,3.0,98.34,3,5500.0
6852,Uttarahalli,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
6853,Uttarahalli,2 BHK,1089.0,2.0,43.55,2,3999.0817263544536
6855,Uttarahalli,2 BHK,1279.0,2.0,48.0,2,3752.9319781078966
6857,Uttarahalli,3 BHK,1425.0,2.0,64.0,3,4491.228070175439
6858,Uttarahalli,2 BHK,1155.0,2.0,40.42,2,3499.5670995670994
6859,Uttarahalli,2 BHK,1050.0,2.0,42.0,2,4000.0
6860,Uttarahalli,3 BHK,1300.0,2.0,55.0,3,4230.7692307692305
6861,Uttarahalli,3 BHK,1250.0,2.0,55.0,3,4400.0
6862,Uttarahalli,3 BHK,1700.0,3.0,88.0,3,5176.470588235294
6863,Uttarahalli,3 BHK,1200.0,3.0,50.0,3,4166.666666666667
6864,Uttarahalli,2 BHK,1085.0,2.0,43.0,2,3963.1336405529955
6866,Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000.0
6867,Uttarahalli,3 BHK,1689.28,3.0,91.2,3,5398.74976321273
6868,Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000.0
6869,Uttarahalli,2 BHK,1137.0,2.0,63.0,2,5540.8970976253295
6870,Uttarahalli,3 BHK,1215.0,2.0,52.85,3,4349.794238683127
6872,Uttarahalli,2 BHK,1325.0,2.0,53.0,2,4000.0
6873,Uttarahalli,3 BHK,1300.0,2.0,60.0,3,4615.384615384615
6874,Uttarahalli,2 BHK,850.0,2.0,35.0,2,4117.64705882353
6875,Uttarahalli,3 BHK,1627.86,3.0,88.0,3,5405.87028368533
6877,Uttarahalli,3 BHK,1360.0,2.0,61.2,3,4500.0
6878,Uttarahalli,1 BHK,661.0,1.0,36.0,1,5446.293494704993
6879,Uttarahalli,2 BHK,1134.0,2.0,45.36,2,4000.0
6881,Uttarahalli,3 BHK,1320.0,2.0,55.44,3,4200.0
6882,Uttarahalli,3 BHK,1390.0,2.0,61.16,3,4400.0
6883,Uttarahalli,2 BHK,1090.0,2.0,45.0,2,4128.440366972477
6884,Uttarahalli,2 BHK,1050.0,2.0,42.0,2,4000.0
6885,Uttarahalli,2 BHK,1123.0,2.0,48.0,2,4274.2653606411395
6886,Uttarahalli,3 BHK,1329.0,2.0,56.0,3,4213.694507148231
6887,Uttarahalli,2 BHK,938.0,2.0,35.0,2,3731.3432835820895
6890,Uttarahalli,2 BHK,1100.0,1.0,45.0,2,4090.909090909091
6891,Uttarahalli,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
6893,Uttarahalli,3 BHK,1685.0,3.0,85.0,3,5044.510385756676
6894,Uttarahalli,3 BHK,1390.0,2.0,62.55,3,4500.0
6896,Uttarahalli,2 BHK,1180.0,2.0,41.3,2,3499.9999999999995
6897,Uttarahalli,2 BHK,1380.0,2.0,42.0,2,3043.478260869565
6898,Uttarahalli,3 BHK,1737.0,2.0,95.0,3,5469.199769717904
6900,Uttarahalli,2 BHK,1160.0,2.0,45.0,2,3879.310344827586
6901,Uttarahalli,3 BHK,1280.0,2.0,60.0,3,4687.5
6903,Uttarahalli,2 BHK,1190.0,2.0,53.55,2,4500.0
6904,Uttarahalli,3 BHK,1330.0,2.0,57.0,3,4285.714285714285
6905,Uttarahalli,3 BHK,1560.0,3.0,74.0,3,4743.589743589743
6907,Uttarahalli,2 BHK,1125.0,2.0,48.0,2,4266.666666666667
6908,Uttarahalli,3 BHK,1320.0,2.0,55.44,3,4200.0
6910,Uttarahalli,2 BHK,1160.0,2.0,40.6,2,3500.0
6912,Uttarahalli,2 BHK,1065.0,2.0,42.59,2,3999.06103286385
6913,Uttarahalli,2 BHK,1075.0,2.0,46.76,2,4349.767441860465
6914,Uttarahalli,2 BHK,1155.0,2.0,40.6,2,3515.151515151515
6917,Uttarahalli,3 BHK,1215.0,2.0,52.85,3,4349.794238683127
6919,Uttarahalli,2 BHK,1180.0,2.0,41.3,2,3499.9999999999995
6922,Uttarahalli,2 BHK,1002.0,2.0,40.08,2,4000.0
6923,Uttarahalli,2 BHK,1002.0,2.0,40.08,2,4000.0
6924,Uttarahalli,2 BHK,1075.0,2.0,40.0,2,3720.9302325581393
6926,Uttarahalli,2 BHK,1155.0,2.0,40.43,2,3500.4329004329006
6928,Uttarahalli,2 BHK,1025.0,2.0,35.88,2,3500.4878048780492
6929,Uttarahalli,2 BHK,1125.0,2.0,47.65,2,4235.555555555556
6930,Uttarahalli,2 BHK,1300.0,2.0,55.0,2,4230.7692307692305
6931,Uttarahalli,2 BHK,1025.0,2.0,35.88,2,3500.4878048780492
6932,Uttarahalli,2 BHK,980.0,2.0,45.0,2,4591.836734693878
6933,Uttarahalli,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
6938,Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000.0
6941,Uttarahalli,3 BHK,1525.0,2.0,62.82,3,4119.3442622950815
6942,Uttarahalli,3 BHK,1265.0,2.0,65.0,3,5138.339920948617
6945,Uttarahalli,2 BHK,1213.0,2.0,48.0,2,3957.131079967024
6947,Uttarahalli,2 BHK,900.0,2.0,35.0,2,3888.8888888888887
6948,Uttarahalli,2 BHK,1065.0,2.0,42.6,2,4000.0
6951,Uttarahalli,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
6952,Uttarahalli,3 BHK,1270.0,2.0,55.25,3,4350.393700787402
6953,Uttarahalli,3 BHK,1270.0,2.0,55.25,3,4350.393700787402
6954,Uttarahalli,2 BHK,1107.0,2.0,45.0,2,4065.040650406504
6955,Uttarahalli,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
6957,Uttarahalli,3 BHK,1460.0,3.0,76.0,3,5205.479452054795
6958,Uttarahalli,3 BHK,1500.0,3.0,68.0,3,4533.333333333333
6959,Uttarahalli,2 BHK,1120.0,2.0,50.0,2,4464.285714285715
6960,Uttarahalli,2 BHK,1150.0,2.0,46.0,2,4000.0
6961,Uttarahalli,3 BHK,1330.0,2.0,58.0,3,4360.902255639097
6963,Uttarahalli,2 BHK,1050.0,2.0,42.0,2,4000.0
6964,Uttarahalli,2 BHK,1125.0,2.0,48.0,2,4266.666666666667
6966,Uttarahalli,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
6967,Uttarahalli,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
6969,Uttarahalli,2 BHK,1000.0,2.0,52.0,2,5200.0
6970,Uttarahalli,2 BHK,1037.0,2.0,36.0,2,3471.552555448409
6972,Uttarahalli,2 BHK,1000.0,2.0,39.5,2,3950.0
6973,Uttarahalli,2 BHK,1125.0,1.0,45.0,2,4000.0
6975,Uttarahalli,2 BHK,1160.0,2.0,40.58,2,3498.2758620689656
6976,Uttarahalli,2 BHK,1123.0,2.0,60.0,2,5342.831700801425
6978,Uttarahalli,2 BHK,1000.0,2.0,35.0,2,3500.0
6979,Uttarahalli,3 BHK,1330.0,2.0,57.0,3,4285.714285714285
6980,Uttarahalli,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
6981,Uttarahalli,2 BHK,1165.0,1.0,42.09,2,3612.8755364806866
6982,Uttarahalli,2 BHK,1260.0,2.0,55.0,2,4365.079365079365
6983,Uttarahalli,2 BHK,1284.0,2.0,53.36,2,4155.763239875389
6984,Uttarahalli,2 BHK,1150.0,2.0,45.99,2,3999.1304347826085
6986,Uttarahalli,3 BHK,1290.0,2.0,56.12,3,4350.387596899225
6987,Uttarahalli,3 BHK,1328.0,2.0,56.0,3,4216.8674698795185
6988,Uttarahalli,2 BHK,1040.0,2.0,36.4,2,3500.0
6989,Uttarahalli,3 BHK,1290.0,2.0,56.12,3,4350.387596899225
6991,Uttarahalli,2 BHK,1075.0,2.0,46.76,2,4349.767441860465
6992,Uttarahalli,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
6993,Varthur,2 BHK,1160.0,2.0,44.0,2,3793.103448275862
6994,Varthur,2 BHK,1385.0,2.0,80.0,2,5776.173285198556
6996,Varthur,2 BHK,1024.0,2.0,42.0,2,4101.5625
6997,Varthur,2 BHK,1125.0,2.0,40.0,2,3555.5555555555557
6998,Varthur,2 BHK,1112.0,2.0,40.0,2,3597.122302158273
6999,Varthur,2 BHK,1055.0,2.0,45.35,2,4298.578199052133
7000,Varthur,2 BHK,1280.0,2.0,65.0,2,5078.125
7001,Varthur,2 BHK,977.0,2.0,36.0,2,3684.74923234391
7002,Varthur,3 BHK,1250.0,3.0,71.0,3,5680.0
7003,Varthur,3 Bedroom,1200.0,3.0,67.75,3,5645.833333333333
7004,Varthur,2 BHK,1111.0,2.0,41.88,2,3769.57695769577
7005,Varthur,2 BHK,1140.0,2.0,55.5,2,4868.421052631579
7006,Varthur,2 BHK,1012.0,2.0,59.0,2,5830.0395256917
7007,Varthur,2 BHK,1140.0,2.0,39.9,2,3500.0
7008,Varthur,2 BHK,1090.0,2.0,48.0,2,4403.6697247706425
7009,Varthur,3 BHK,1450.0,3.0,71.0,3,4896.551724137931
7010,Varthur,2 BHK,1210.0,2.0,60.0,2,4958.677685950413
7011,Varthur,2 BHK,1070.0,2.0,46.0,2,4299.065420560748
7012,Varthur,3 BHK,1360.0,2.0,85.0,3,6250.0
7013,Varthur,2 BHK,965.0,2.0,34.0,2,3523.316062176166
7014,Varthur,2 BHK,1120.0,2.0,44.24,2,3950.0
7015,Varthur,3 BHK,1395.0,2.0,79.0,3,5663.082437275985
7016,Varthur,2 BHK,1085.0,2.0,45.0,2,4147.465437788019
7017,Varthur,2 BHK,1250.0,2.0,47.0,2,3760.0
7018,Varthur,3 Bedroom,1200.0,3.0,68.38,3,5698.333333333333
7020,Varthur,2 BHK,1155.0,2.0,60.0,2,5194.805194805195
7021,Varthur,2 BHK,1035.0,2.0,60.0,2,5797.101449275362
7022,Varthur,2 BHK,1155.0,2.0,39.0,2,3376.6233766233768
7023,Varthur,2 BHK,1180.0,2.0,55.0,2,4661.016949152542
7025,Varthur,2 BHK,1738.0,2.0,57.35,2,3299.7698504027617
7026,Varthur,2 BHK,1045.0,2.0,40.65,2,3889.9521531100477
7027,Varthur,2 BHK,1155.0,2.0,39.0,2,3376.6233766233768
7029,Varthur,2 BHK,1210.0,2.0,64.15,2,5301.652892561984
7031,Varthur,2 BHK,1105.0,2.0,38.0,2,3438.914027149321
7032,Varthur,3 BHK,1560.0,3.0,90.0,3,5769.2307692307695
7033,Varthur,2 BHK,1760.0,2.0,85.0,2,4829.545454545455
7034,Varthur,2 BHK,1210.0,2.0,54.0,2,4462.809917355372
7035,Varthur,2 BHK,1112.0,2.0,40.0,2,3597.122302158273
7037,Varthur,2 BHK,1000.0,1.0,65.0,2,6500.0
7039,Varthur Road,2 BHK,900.0,2.0,27.0,2,3000.0
7040,Varthur Road,2 BHK,1277.0,2.0,59.0,2,4620.203602192639
7041,Varthur Road,3 BHK,1247.0,2.0,58.0,3,4651.162790697675
7042,Varthur Road,2 BHK,1050.0,2.0,42.7,2,4066.6666666666665
7043,Varthur Road,2 BHK,1255.0,2.0,52.76,2,4203.98406374502
7045,Varthur Road,2 BHK,1033.0,2.0,32.0,2,3097.773475314618
7046,Varthur Road,2 BHK,1140.0,2.0,49.11,2,4307.894736842105
7047,Varthur Road,2 BHK,850.0,2.0,25.4,2,2988.235294117647
7048,Vasanthapura,2 BHK,1022.0,2.0,40.0,2,3913.894324853229
7049,Vasanthapura,2 BHK,1135.0,2.0,39.73,2,3500.440528634361
7050,Vasanthapura,2 BHK,995.0,2.0,34.82,2,3499.497487437186
7051,Vasanthapura,2 BHK,995.0,2.0,34.82,2,3499.497487437186
7052,Vasanthapura,2 BHK,1037.0,2.0,36.28,2,3498.553519768563
7053,Vasanthapura,2 BHK,978.0,2.0,34.22,2,3498.9775051124743
7054,Vasanthapura,2 BHK,1037.0,2.0,36.28,2,3498.553519768563
7055,Vidyaranyapura,2 Bedroom,1440.0,2.0,95.0,2,6597.222222222223
7056,Vidyaranyapura,2 BHK,1062.0,2.0,38.0,2,3578.154425612053
7057,Vidyaranyapura,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
7058,Vidyaranyapura,4 Bedroom,1200.0,4.0,90.0,4,7500.0
7060,Vidyaranyapura,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
7061,Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,4909.090909090909
7062,Vidyaranyapura,3 BHK,1440.0,2.0,70.0,3,4861.111111111111
7063,Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,4909.090909090909
7064,Vidyaranyapura,2 BHK,1000.0,2.0,35.0,2,3500.0
7066,Vidyaranyapura,2 BHK,1120.0,2.0,70.0,2,6250.0
7067,Vidyaranyapura,2 BHK,945.0,2.0,40.0,2,4232.804232804233
7068,Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,4909.090909090909
7069,Vidyaranyapura,3 BHK,1200.0,2.0,65.0,3,5416.666666666667
7070,Vidyaranyapura,2 BHK,1200.0,2.0,52.0,2,4333.333333333333
7071,Vidyaranyapura,2 BHK,1050.0,2.0,50.0,2,4761.9047619047615
7072,Vidyaranyapura,2 BHK,1188.0,2.0,50.0,2,4208.754208754209
7073,Vidyaranyapura,3 BHK,1100.0,2.0,75.0,3,6818.181818181818
7074,Vidyaranyapura,3 BHK,1100.0,2.0,72.0,3,6545.454545454545
7075,Vidyaranyapura,4 BHK,2400.0,5.0,135.0,4,5625.0
7076,Vidyaranyapura,2 BHK,1100.0,2.0,41.0,2,3727.2727272727275
7077,Vidyaranyapura,2 BHK,1200.0,2.0,60.5,2,5041.666666666667
7078,Vidyaranyapura,2 BHK,1200.0,2.0,42.0,2,3500.0
7079,Vijayanagar,3 BHK,1704.0,3.0,110.0,3,6455.399061032864
7080,Vijayanagar,3 BHK,1933.0,3.0,129.0,3,6673.564407656492
7082,Vijayanagar,3 BHK,1450.0,3.0,100.0,3,6896.551724137931
7083,Vijayanagar,3 BHK,1580.0,2.0,134.0,3,8481.012658227848
7084,Vijayanagar,3 BHK,1826.0,3.0,121.0,3,6626.506024096386
7085,Vijayanagar,3 BHK,1739.0,3.0,116.0,3,6670.500287521564
7086,Vijayanagar,3 BHK,1490.0,3.0,100.0,3,6711.4093959731545
7087,Vijayanagar,2 BHK,1180.0,2.0,65.0,2,5508.474576271186
7088,Vijayanagar,1 BHK,606.0,1.0,34.78,1,5739.273927392739
7089,Vijayanagar,2 BHK,1352.0,2.0,68.0,2,5029.585798816568
7090,Vijayanagar,3 BHK,1527.0,3.0,115.0,3,7531.106745252128
7091,Vijayanagar,2 BHK,989.0,2.0,60.0,2,6066.734074823054
7092,Vijayanagar,3 BHK,1520.0,2.0,103.0,3,6776.315789473684
7093,Vijayanagar,3 BHK,1749.0,3.0,117.0,3,6689.536878216123
7094,Vijayanagar,2 BHK,1046.0,2.0,75.0,2,7170.172084130019
7095,Vijayanagar,1 BHK,606.0,1.0,40.0,1,6600.660066006601
7096,Vijayanagar,2 BHK,1200.0,2.0,62.0,2,5166.666666666667
7099,Vijayanagar,3 BHK,1760.0,3.0,140.0,3,7954.545454545455
7100,Vijayanagar,3 BHK,2047.0,3.0,136.0,3,6643.869076697606
7101,Vijayanagar,3 BHK,1200.0,2.0,75.0,3,6250.0
7102,Vijayanagar,2 BHK,1178.0,2.0,82.0,2,6960.950764006791
7103,Vijayanagar,2 BHK,864.0,2.0,45.0,2,5208.333333333333
7105,Vijayanagar,2 BHK,920.0,2.0,60.0,2,6521.739130434783
7106,Vijayanagar,2 BHK,1019.0,2.0,58.0,2,5691.854759568204
7107,Vijayanagar,5 Bedroom,2400.0,6.0,125.0,5,5208.333333333333
7108,Vijayanagar,2 BHK,1180.0,2.0,86.0,2,7288.135593220339
7109,Vijayanagar,2 BHK,1046.0,2.0,49.06,2,4690.248565965583
7110,Vijayanagar,1 Bedroom,2400.0,2.0,230.0,1,9583.333333333334
7111,Vijayanagar,1 BHK,492.0,1.0,40.0,1,8130.081300813008
7113,Vishveshwarya Layout,1 Bedroom,750.0,1.0,30.0,1,4000.0
7114,Vishveshwarya Layout,4 BHK,2000.0,4.0,75.0,4,3750.0
7115,Vishveshwarya Layout,6 BHK,2100.0,6.0,92.0,6,4380.952380952381
7116,Vishveshwarya Layout,4 Bedroom,2000.0,3.0,90.0,4,4500.0
7117,Vishwapriya Layout,2 BHK,820.0,2.0,30.0,2,3658.5365853658536
7118,Vishwapriya Layout,2 BHK,770.0,2.0,30.0,2,3896.103896103896
7119,Vishwapriya Layout,2 BHK,910.0,2.0,36.0,2,3956.043956043956
7120,Vishwapriya Layout,2 BHK,890.0,2.0,37.0,2,4157.303370786517
7121,Vittasandra,2 BHK,1404.0,2.0,71.0,2,5056.980056980057
7122,Vittasandra,2 BHK,1246.0,2.0,67.0,2,5377.2070626003215
7123,Vittasandra,2 BHK,1404.0,2.0,69.3,2,4935.897435897436
7124,Vittasandra,2 BHK,1246.0,2.0,67.3,2,5401.284109149277
7125,Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176.565008025682
7126,Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176.565008025682
7127,Vittasandra,2 BHK,1246.0,2.0,68.0,2,5457.463884430176
7129,Vittasandra,2 BHK,1238.0,2.0,67.0,2,5411.954765751211
7130,Vittasandra,2 BHK,1404.0,2.0,75.0,2,5341.880341880342
7131,Vittasandra,2 BHK,1246.0,2.0,65.0,2,5216.69341894061
7132,Vittasandra,2 BHK,1238.0,2.0,67.0,2,5411.954765751211
7133,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
7134,Vittasandra,2 BHK,1259.0,2.0,67.4,2,5353.455123113583
7135,Vittasandra,2 BHK,1404.0,2.0,68.8,2,4900.284900284901
7136,Vittasandra,2 BHK,1246.0,2.0,62.3,2,5000.0
7137,Vittasandra,2 BHK,1246.0,2.0,63.0,2,5056.179775280899
7138,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
7139,Vittasandra,2 BHK,1246.0,2.0,65.4,2,5248.796147672553
7141,Vittasandra,2 BHK,1238.0,2.0,67.32,2,5437.802907915992
7142,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
7144,Vittasandra,2 BHK,1246.0,2.0,67.3,2,5401.284109149277
7145,Vittasandra,2 BHK,1404.0,2.0,70.0,2,4985.754985754986
7146,Vittasandra,2 BHK,1259.0,2.0,67.48,2,5359.809372517871
7147,Vittasandra,2 BHK,1404.0,2.0,75.0,2,5341.880341880342
7149,Vittasandra,2 BHK,1246.0,2.0,67.0,2,5377.2070626003215
7152,Vittasandra,2 BHK,1404.0,2.0,72.0,2,5128.205128205128
7153,Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417.335473515249
7154,Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417.335473515249
7155,Vittasandra,2 BHK,1404.0,2.0,70.0,2,4985.754985754986
7156,Vittasandra,2 BHK,1246.0,2.0,65.0,2,5216.69341894061
7157,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
7161,Whitefield,3 BHK,1610.0,3.0,81.0,3,5031.055900621118
7162,Whitefield,2 BHK,1459.0,2.0,94.82,2,6498.971898560658
7167,Whitefield,2 BHK,1280.0,2.0,75.0,2,5859.375
7169,Whitefield,3 BHK,1910.0,3.0,161.0,3,8429.319371727748
7170,Whitefield,4 BHK,3252.0,4.0,230.0,4,7072.570725707257
7171,Whitefield,4 Bedroom,11890.0,4.0,700.0,4,5887.300252312868
7174,Whitefield,2 BHK,1150.0,2.0,70.0,2,6086.95652173913
7175,Whitefield,3 BHK,1768.0,3.0,101.0,3,5712.669683257918
7177,Whitefield,4 Bedroom,4144.0,4.0,315.0,4,7601.351351351352
7178,Whitefield,4 BHK,4104.0,4.0,360.0,4,8771.929824561403
7179,Whitefield,3 BHK,1790.0,3.0,100.0,3,5586.592178770949
7180,Whitefield,3 BHK,1720.0,3.0,100.0,3,5813.953488372093
7182,Whitefield,3 BHK,1640.0,4.0,91.0,3,5548.780487804878
7185,Whitefield,3 BHK,2280.0,4.0,126.0,3,5526.315789473684
7189,Whitefield,3 BHK,1897.0,3.0,130.0,3,6852.925672113864
7190,Whitefield,3 BHK,2225.0,2.0,125.0,3,5617.9775280898875
7193,Whitefield,4 BHK,2268.0,3.0,163.0,4,7186.94885361552
7196,Whitefield,4 Bedroom,2400.0,4.0,200.0,4,8333.333333333334
7198,Whitefield,2 BHK,1360.0,2.0,95.0,2,6985.294117647059
7200,Whitefield,3 BHK,1697.0,3.0,94.79,3,5585.739540365351
7201,Whitefield,4 Bedroom,5000.0,4.0,400.0,4,8000.0
7202,Whitefield,4 Bedroom,3000.0,5.0,250.0,4,8333.333333333334
7203,Whitefield,3 BHK,1700.0,3.0,115.0,3,6764.705882352941
7206,Whitefield,3 Bedroom,2842.0,3.0,162.0,3,5700.2111189303305
7210,Whitefield,3 Bedroom,1500.0,3.0,130.0,3,8666.666666666666
7211,Whitefield,2 BHK,1280.0,2.0,75.0,2,5859.375
7213,Whitefield,3 BHK,1405.0,2.0,78.0,3,5551.601423487545
7214,Whitefield,3 BHK,2225.0,3.0,115.0,3,5168.539325842697
7215,Whitefield,2 BHK,1272.0,2.0,95.05,2,7472.4842767295595
7218,Whitefield,2 BHK,1192.0,2.0,71.0,2,5956.375838926175
7222,Whitefield,3 BHK,1626.0,3.0,89.0,3,5473.554735547355
7223,Whitefield,3 BHK,1585.0,3.0,88.0,3,5552.05047318612
7225,Whitefield,2 BHK,1280.0,2.0,85.0,2,6640.625
7226,Whitefield,3 Bedroom,1200.0,3.0,68.5,3,5708.333333333333
7227,Whitefield,4 Bedroom,4000.0,4.0,330.0,4,8250.0
7228,Whitefield,3 BHK,1697.0,3.0,108.0,3,6364.172068355922
7230,Whitefield,4 BHK,3606.0,4.0,312.0,4,8652.246256239601
7231,Whitefield,2 BHK,1485.0,2.0,90.0,2,6060.606060606061
7232,Whitefield,1 BHK,950.0,1.0,50.0,1,5263.1578947368425
7233,Whitefield,4 BHK,3584.0,4.0,199.0,4,5552.455357142857
7234,Whitefield,1 BHK,825.0,1.0,45.0,1,5454.545454545455
7237,Whitefield,3 BHK,1635.0,2.0,85.0,3,5198.7767584097855
7238,Whitefield,2 BHK,1216.0,2.0,79.0,2,6496.710526315789
7244,Whitefield,2 BHK,920.0,2.0,63.0,2,6847.826086956522
7246,Whitefield,2 BHK,1170.0,2.0,71.0,2,6068.376068376068
7247,Whitefield,2 BHK,1118.0,2.0,75.0,2,6708.4078711985685
7248,Whitefield,3 BHK,1800.0,3.0,110.0,3,6111.111111111111
7249,Whitefield,3 BHK,1562.0,3.0,103.0,3,6594.110115236876
7252,Whitefield,3 BHK,2321.0,4.0,128.0,3,5514.864282636794
7253,Whitefield,2 BHK,1320.0,2.0,95.0,2,7196.969696969697
7256,Whitefield,3 Bedroom,3010.0,3.0,200.0,3,6644.518272425249
7257,Whitefield,2 BHK,1346.0,2.0,96.17,2,7144.873699851411
7262,Whitefield,4 BHK,2500.0,4.0,155.0,4,6200.0
7263,Whitefield,1 BHK,905.0,1.0,55.0,1,6077.348066298343
7265,Whitefield,4 BHK,2268.0,3.0,146.0,4,6437.389770723104
7268,Whitefield,1 BHK,630.5,1.0,32.79,1,5200.634417129262
7269,Whitefield,4 BHK,3537.0,5.0,210.0,4,5937.234944868533
7271,Whitefield,3 BHK,1697.0,3.0,115.0,3,6776.664702416028
7275,Whitefield,5 Bedroom,3250.0,5.0,290.0,5,8923.076923076924
7279,Whitefield,2 BHK,1269.0,2.0,75.0,2,5910.16548463357
7280,Whitefield,5 Bedroom,3227.0,5.0,250.0,5,7747.133560582584
7281,Whitefield,3 BHK,1545.0,3.0,79.0,3,5113.26860841424
7284,Whitefield,4 BHK,3262.0,4.0,260.0,4,7970.570202329859
7286,Whitefield,2 BHK,1132.0,2.0,79.28,2,7003.533568904593
7289,Whitefield,4 BHK,2830.0,5.0,160.0,4,5653.7102473498235
7291,Whitefield,2 BHK,1195.0,2.0,70.0,2,5857.740585774059
7292,Whitefield,3 BHK,3480.0,4.0,284.0,3,8160.919540229885
7295,Whitefield,1 BHK,709.0,1.0,34.385,1,4849.788434414669
7297,Whitefield,2 BHK,1320.0,2.0,79.5,2,6022.727272727273
7298,Whitefield,2 BHK,750.0,2.0,52.7,2,7026.666666666667
7299,Whitefield,3 Bedroom,1200.0,3.0,61.96,3,5163.333333333333
7305,Whitefield,4 Bedroom,3445.0,5.0,270.0,4,7837.44557329463
7306,Whitefield,3 BHK,1700.0,3.0,140.0,3,8235.29411764706
7307,Whitefield,4 Bedroom,4827.0,4.0,400.0,4,8286.720530350114
7308,Whitefield,2 BHK,1405.0,2.0,84.5,2,6014.234875444839
7310,Whitefield,4 BHK,3252.0,4.0,280.0,4,8610.086100861008
7312,Whitefield,2 BHK,1150.0,2.0,90.0,2,7826.086956521739
7313,Whitefield,4 BHK,2400.0,4.0,147.0,4,6125.0
7315,Whitefield,1 BHK,624.0,1.0,35.0,1,5608.974358974359
7318,Whitefield,3 BHK,1700.0,3.0,95.0,3,5588.235294117647
7319,Whitefield,4 Bedroom,4960.0,4.0,400.0,4,8064.5161290322585
7320,Whitefield,4 BHK,2928.0,4.0,198.0,4,6762.295081967213
7323,Whitefield,2 BHK,1216.0,2.0,84.0,2,6907.894736842105
7324,Whitefield,4 BHK,2882.0,5.0,204.0,4,7078.417765440666
7325,Whitefield,3 BHK,1840.0,3.0,140.0,3,7608.695652173913
7326,Whitefield,3 BHK,1778.0,3.0,122.0,3,6861.6422947131605
7328,Whitefield,1 BHK,650.0,1.0,25.0,1,3846.153846153846
7329,Whitefield,4 BHK,2155.0,3.0,125.0,4,5800.46403712297
7334,Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
7336,Whitefield,2 BHK,1255.0,2.0,77.0,2,6135.4581673306775
7337,Whitefield,2 BHK,1216.0,2.0,73.0,2,6003.289473684211
7338,Whitefield,1 BHK,709.0,1.0,34.735,1,4899.153737658674
